Hisse,Adi,Sektor,Alt Grup,Aciklama,Beta,FiyatKazanc Orani,PDDD Orani,FiyatSatis Orani,Kar Marji (%),Dolasimdaki Lot,Toplam Gelir,Net Kar,Son Kapanis Fiyati,52 Hafta En Yuksek,52 Hafta En Dusuk,Ortalama Hacim (10 gun),Piyasa Degeri,Son Fiyat,1 Ay Degisim (%),3 Ay Degisim (%),6 Ay Degisim (%),1 Yil Degisim (%),5 Yil Degisim (%),Volatilite
ALMAD.IS,ALTINYAG MADENCILIK VE ENERJI,Energy,Thermal Coal,"Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. produces and sells vegetable oils in Turkey. It also purchases and sells oil seeds, such as sun flower, canola, soy, linseed, camelina, safflower; produces and sells crude oil and pulp; and trades in crude, neutral, semi-refined, and refined edible vegetable oils. In addition, the company engages in the production and sale of refined cooking sun flower oil, corn oil, and extra-virgin olive oil in packaged form. Further, it offers raw lignite, enriched powder coal, and enriched hazelnut charcoal products. The company was formerly known as Altinyag Combine, Inc. and changed its name to Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. in September 2020. Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. was incorporated in 1962 and is based in Izmir, Turkey.",1.0053333333333332,370.5,2.7172716,16.15484,-118.18200000000002,275000000.0,126138672.0,-150126464.0,7.39,9.37,5.36,5433865.0,2037750016.0,7.409999847412109,1.3679877621797158,19.516130247919957,7.235890174256037,14.705879313549364,1937.3317985505876,0.5460020485974557
ALTINS1.IS,N/A,N/A,N/A,N/A,0.3073333333333334,1453606.8721566752,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,333398.6283333333,447379.79333333333,333386.01833333337,7134934.722222222,62522846851.76471,1500016.0774998665,9.03545434013121,2.1996449431505303,-2.872875174975429,46.49569749787285,1190.9728308457998,0.720977261391033
ALTNY.IS,ALTINAY SAVUNMA,N/A,N/A,N/A,0.3073333333333334,41.96517,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,85.35,132.7,35.2,6435471.0,19847049216.0,1500016.0774998665,-4.904169812609334,-17.78752463100983,-2.4291481182797123,139.63067228944362,1190.9728308457998,0.720977261391033
ALVES.IS,ALVES KABLO,Industrials,Electrical Equipment & Parts,"Alves Kablo Sanayi ve Ticaret A.S. produces and sells cables under the Alves Kablo brand in Turkey. It offers installation, underground, armored, halogen free, custom manufactured, control, aluminum, and solar cables. The company was founded in 2014 and is based in Ankara, Turkey.",0.5784696969696969,33.880344,7.3055654,1.8866388,2.891,160000000.0,3361745920.0,97193760.0,36.04,75.2,21.38,4491290.0,6342400000.0,180.15131856189979,24.81108030219945,-3.175376845793141,-7.383177345189912,85.4069267803802,393.93796967967387,0.6076744067057042
ANELE.IS,ANEL ELEKTRIK,Industrials,Engineering & Construction,"Anel Elektrik Proje Taahhut ve Ticaret Anonim Sirketi, together with its subsidiaries, provides MEP services worldwide. It offers solutions in the areas of operation and maintenance, low voltage panel production, recycling, and defense industry ship electric and electronic systems. The company undertakes various electrical and mechanical contracting projects, including airports, stadiums, rail systems, data centers, hospitals, hotels, and business centers, and shopping malls. It also produces electrical energy from solar energy projects, as well as engages in the telecommunication activities. In addition, the company purchases and sells real estate; and involved in the ship electricity and electromechanical activities. Further, it offers design, contract, and maintenance repair services. The company was incorporated in 1986 and is headquartered in Istanbul, Turkey.",0.514,447261.5858784082,1.8810756,1.7835883,13.382,265000000.0,2213795584.0,296246560.0,15.43,24.0,10.91,2547696.0,3948499968.0,14.899999618530272,8.679792684698926,10.945638718920728,-10.617879122152807,46.07843036424282,917.388740682231,0.5238933287831067
ANGEN.IS,ANATOLIA TANI VE BIYOTEKNOLOJI,Healthcare,Medical Devices,"Anatolia Tani ve Biyoteknoloji Urunleri Ar-Ge Sanayi Ticaret A.S., a biotechnology company, engages in the design, development, and manufacture of real-time PCR kits, nucleic acid extraction kits, and automated nucleic acid extraction instruments in Turkey. It offers microbiology, genetic disorder, panel, sequencing, and food testing kits; and manual spin column and magnetic bead nucleic acid extraction kits, and automated NA extraction instrument kits. The company provides products for diseases, such as brucellosis, chlamydia trachomatis, cytomegalovirus, crimean-congo hemorrhagic fever, novel coronavirus (2019-NCoV)/SARS-CoV-2, epstein-barr virus, hepatitis B, hepatitis C, hepatitis D, herpes simplex virus, human immunodeficiency virus, human papillomavirus, JC and BK polyomaviruses, malaria, measles, meningitis, respiratory infection, parvovirus B19, torque teno virus, toxoplasmosis, tuberculosis, ureaplasma, and west nile virus diseases, as well as factor II, factor V leiden, and methylene-tetra-hydro-folate-reductase mutation diseases. Anatolia Tani ve Biyoteknoloji Urunleri Ar-Ge Sanayi Ticaret A.S. is headquartered in Istanbul, Turkey.",0.3974,19.51571146,1.8302583,7.332326,-38.63,220000000.0,372051104.0,-143722112.0,12.4,21.12,11.09,5857159.0,2728000000.0,12.399999618530272,-6.202727926894589,-12.429380281409358,5.892396055811529,2.649004112957355,15.026149581017522,0.5591132886075135
ANHYT.IS,ANADOLU HAYAT EMEK.,Financial Services,Insurance - Life,"Anadolu Hayat Emeklilik Anonim Sirketi provides individual and group insurance and reinsurance services to group and individual life, retirement, and related personal accident branches in Turkey. The company offers private pension products, including individual, non-sponsored group, employer-sponsored, and income drawdown plans; auto-enrolment plans; and life insurance products, such as savings and endowment, annuities, and term life. It also provides personal and group accident insurance products; and reinsurance services. In addition, the company provides personal and group accident insurance products. It serves customers through direct sales force, bank branches that serve as agencies, private agencies network, and alternative distribution channels. The company was formerly known as Anadolu Hayat Sigorta A.S. and changed its name to Anadolu Hayat Emeklilik Anonim Sirketi in 2003. Anadolu Hayat Emeklilik Anonim Sirketi was founded in 1990 and is headquartered in Istanbul, Turkey. Anadolu Hayat Emeklilik Anonim Sirketi is a subsidiary of Turkiye Is Bankasi A.S.",0.699,11.834655,5.2106705,2.107161,17.808,430000000.0,21324900352.0,3797576704.0,101.4,146.2,37.84,690003.0,44935000064.0,104.5,8.684345649098798,-0.1910190583301113,-20.53231939163498,205.4841978500168,2066.426011301671,0.4355903988391639
ANSGR.IS,ANADOLU SIGORTA,Financial Services,Insurance - Diversified,"Anadolu Anonim Turk Sigorta Sirketi offers non-life insurance products in Turkey. The company primarily provides motor, fire, health, travel, personal accident, marine, engineering, agriculture, legal protection, and credit insurance products. It also offers commercial fire, sectoral fire, and small and medium sized enterprises insurance; and optional and compulsory liability insurances. The company was founded in 1925 and is headquartered in Istanbul, Turkey. Anadolu Anonim Turk Sigorta Sirketi is a subsidiary of Millî Reasurans Turk Anonim Sirketi.",0.502,5.658263,2.4854195,1.0093126,17.838,500000000.0,50034053120.0,8925023232.0,100.8,122.0,59.15,1456327.0,50500001792.0,101.0,13.802816901408452,28.662420382165603,-6.481481481481481,80.67978039900777,2295.077599720387,0.3910729945267023
ARASE.IS,DOGU ARAS ENERJI,Utilities,Utilities - Independent Power Producers,"Dogu Aras Enerji Yatirimlari AS, through its subsidiaries, engages in the retail sale and distribution of electricity in Turkey. The company was founded in 2013 and is based in Erzurum, Turkey.",0.538,24.789719,1.0007356,0.42943043,11.319,250000000.0,30883932160.0,3495826432.0,52.2,87.5,48.4,675316.0,13262499840.0,53.04999923706055,4.6351054018896365,-5.267858505249023,-6.229430621186559,3.093836871457357,88.61418662453883,0.4971251485720043
ARCLK.IS,ARCELIK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Arcelik Anonim Sirketi, together with its subsidiaries, produces, markets, sells, after sales services, imports, and exports consumer durable goods and electronics in Turkey, Europe, the Asia Pacific, Africa, and internationally. It operates through White Goods, Consumer Electronics, and Other segments. It offers refrigerators, automatic and semi-automatic top-loading washing machines, chest and upright deep freezers, split air conditioners, microwave ovens, water coolers, dryers, dish washers, ovens, cookers, home appliances, furniture and kitchen gadgets, hoods, built-in cookers, laundry dryers, water dispensers, and coffee machines. The company also provides furnaces, aspirators, mini-midi ovens, warming drawers, water purifiers, combi boilers, kettles, room heaters, and fans; small home appliances comprising brooms, cooking utensils, personal care and hygiene products, and irons; consumer electronics, such as smart phones, laptops and tablets, POS cash registers, Hi-fi systems, portable sound systems, and 3D printers; and hermetic compressors and motor pumps. In addition, it offers televisions, computers, cash registers, and other electronic devices. The company provides its products under the Altus, Arctic, Blomberg, Dawlance, Arcelik, Beko, Defy, Elektrabregenz, Flavel, Grundig, Leisure, STINOL, and VoltasBeko brand names. Arcelik Anonim Sirketi was incorporated in 1955 and is headquartered in Istanbul, Turkey.",0.68,272758.92834240035,1.1519362,0.29451543,-0.63099996,606851968.0,294446858240.0,-1858040960.0,141.3,196.1,123.0,1234892.0,86719143936.0,142.89999389648438,-0.209499342284375,-3.380662749384232,-20.611114501953125,15.241930561680949,710.4720768560403,0.4140893628569205
ARDYZ.IS,ARD BILISIM TEKNOLOJILERI,Technology,Software - Infrastructure,"Ard Grup Bilisim Teknolojileri Anonim Sirketi engages in the software, information technology, communication, and telecommunication businesses in Turkey. The company offers enterprise software solutions, including corporate information management system, corporate identity and access management systems, enterprise equipment tracking, enterprise equipment tracking systems, e-government projects, RFID-based software and integration solutions, vehicle tracking and security control systems, logistic warehouse and container tracking systems, textile tracking and process management solutions, and social media tracking systems, as well as staff, visitor, and person tracking systems. It also provides health system solutions, such as sterilization, patient, baby, hospital textile, hospital fixtures, medical equipment, and hospital warehouse tracking systems; and SAP mobile and CRM, business one, and business analytics solutions. In addition, the company provides cyber security solutions; information system solutions, which include server and data storage, information infrastructure and data security, virtualization disaster recovery center, and gateway security solutions, as well as system integration projects, high security data bearing equipment, traceability and process management applications, and components supply of enterprise information systems. Further, it offers command center and security solutions; and smart technology solutions comprising smart highway, bridge, tunnel, secure campus, factory and manufacture, conference hall and meeting room, classroom, distance education, and city and traffic solutions. The company was incorporated in 2011 and is headquartered in Ankara, Turkey. Ard Grup Bilisim Teknolojileri Anonim Sirketi is a subsidiary of Ard Grup Holding Anonim Sirketi.",1.163,55.589043,4.0162315,5.0152287,38.120997,167316992.0,1353821312.0,516093472.0,40.52,65.55,26.08,2623293.0,6789723648.0,40.58000183105469,1.9598055501162568,12.784887013182122,5.963859064076246,78.40664567775607,4464.122996113634,0.6165524994488132
